	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
WDR6	2680.331228111419	-0.1155611460410546	0.0384606970104867	-3.0046555321019133	0.0026588178161344	0.0230224131986427
DALRD3	606.07429589076	-0.0897513806876956	0.0335291242430916	-2.676818518640196	0.0074324881552546	0.0449381447350592
NDUFAF3	1561.7820157598603	-0.2226559342638774	0.0432219392548231	-5.151456369210251	2.5847136164605026e-07	3.7875854663513246e-05
IMPDH2	1775.9101108703762	-0.1111791369398118	0.0477241899063864	-2.329618106832105	0.0198263442890847	0.0849724018076
QRICH1	2042.9843066479327	-0.1141615456517015	0.0298052989298004	-3.830243270519877	0.0001280166349652	0.0031687176824896
QARS	3950.195724576548	-0.1176343672786746	0.0278862809075784	-4.218359833229183	2.4608587471934972e-05	0.0010727447976769
C3orf62	1898.0104711865365	0.2181286527669104	0.0746502301026714	2.9220091145988905	0.0034778136278724	0.0274859806591101
GPX1	27755.271562172857	-0.2007326091582808	0.0729779028657121	-2.750594375500928	0.0059487253190328	0.0392464348083296
RHOA-IT1	23.012804161550168	-0.3665362880833424	0.1478477204826448	-2.479147374655453	0.013169687869001	0.0652595211094745
AMT	465.5102744169029	-0.1319518398573291	0.0501117903135839	-2.63314958479064	0.0084597080073136	0.0487709418876327
APEH	2183.1600594826705	-0.0696465517336227	0.029228776024856	-2.3828076712618937	0.0171811680424817	0.0776195466389628
GMPPB	534.2781213645893	-0.0837048587360482	0.0369447697554512	-2.265675474231301	0.0234712602468635	0.0948781263156195
IP6K1	3762.6491501691607	0.1482273262565588	0.0581971836169366	2.5469845281898067	0.0108658250567091	0.0574488618630295
UBA7	3756.696021925652	-0.1529953919726268	0.0435804524348724	-3.510642579979325	0.0004470250064481	0.0071268007647475
CAMKV	7.059466187782032	-0.6590576738210835	0.1714602299914185	-3.843793244964556	0.000121147082168	0.0030739739239854
RBM5	5800.337193749259	0.1018689347534153	0.032950006940685	3.0916210408330027	0.0019906680519902	0.0191032611591873
SEMA3B-AS1	1.8131071630612452	0.3998277335895208	0.1406242707000268	2.843234184249849	0.0044658243645394	0.0324371173930694
SEMA3B	116.0446094424114	0.2760387557263887	0.0692476179712204	3.986256333627412	6.7123993502998e-05	0.0020591318907418
LSMEM2	13.588476098514862	0.3635456189683678	0.135962710839006	2.673862684297636	0.0074983147190124	0.0451485735790584
NAT6	401.4234712641736	-0.2102312464409658	0.0627891124803341	-3.3482117860291685	0.0008133483041941	0.0106151159629692
RASSF1	3702.3911603718097	-0.1481756655114149	0.0454044111251974	-3.2634640960949235	0.0011005912848436	0.0129701451779182
LINC02019	187.77223425151735	-0.2003304387497972	0.0546321427648871	-3.666896969645357	0.0002455116577847	0.0048148416346156
TEX264	1320.4508117646874	-0.0907353999895098	0.0381135702774099	-2.3806586296978085	0.0172817185721647	0.0779134008095629
GRM2	23.809448756002183	-0.2669168179442092	0.1077120245937542	-2.478059612665441	0.0132099072464606	0.0653703571326667
PARP3	234.4457143137489	-0.2454995081392524	0.0653039227696891	-3.759337842614278	0.0001703636561902	0.0038135699095844
PCBP4	405.48732291386494	-0.2081333323962827	0.0796319435492203	-2.6136914800733937	0.0089569877618731	0.050667548643797
ABHD14B	1733.2922768447308	-0.2174615346706694	0.0567183504518952	-3.834059575747112	0.000126045592244	0.0031349149171851
ABHD14A	260.27501297154623	-0.1461649821231257	0.0560536092490081	-2.6075926970877803	0.009118137844737	0.0512662404357961
ACY1	173.50381701630178	-0.1465456058362705	0.0537188956144989	-2.7280085370317457	0.0063717958968427	0.040854920149865
RPL29	16712.07408008675	-0.1406377693688507	0.0508974244145462	-2.7631608276165958	0.0057244552406806	0.0384006244377142
RP11-330H6.6	62.680937225488016	0.1969607204388375	0.0832572652382111	2.365688085902225	0.0179965993682037	0.0800463759220343
TLR9	1012.6309543270324	0.2493598991419659	0.1022142710199818	2.439580076770479	0.0147043433572186	0.0701980165395817
GLYCTK	613.2955998872796	-0.0861255550881286	0.0366151888127387	-2.352181099723424	0.0186636856953739	0.0817870563876595
DNAH1	1785.3866308763863	-0.1023848334677472	0.0449971929531907	-2.2753604558012124	0.0228843155247161	0.0931213212072319
RP11-168J18.6	32.4132290597918	-0.2770208473563922	0.1050589440473567	-2.636813551367138	0.0083688816390107	0.0484523064659275
BAP1	3246.0560994665225	-0.0607236388584737	0.0257447954996444	-2.3586762947607154	0.0183402460834351	0.0809631481320471
NISCH	4919.515202067703	-0.0716075837471243	0.0278325389678188	-2.5728009877187272	0.0100879196628509	0.0546758065712528
ITIH1	30.00601632707796	-0.4179323337326222	0.1273234112835109	-3.282446876969175	0.0010291037402554	0.012442307462786
ITIH3	26.29847396743236	-0.3044438038788587	0.1115370526727368	-2.729530649981703	0.0063424552954575	0.0407729270192093
SELENOK	1337.545695120766	-0.1984382196480012	0.0622600466618154	-3.187248167767674	0.0014363347690357	0.0153653918331509
RPS15P5	1.7017708831739562	-0.4416400037846192	0.1386407953984803	-3.1854981970873784	0.0014450500428663	0.0154283672824134
FAM208A	1010.03977946198	0.1260657922608189	0.0485875346173379	2.5946118331312413	0.0094697800440637	0.0525577867354457
SLMAP	961.9892891202898	0.2277048109150717	0.0526950925727517	4.321176788914421	1.5519926130835367e-05	0.0007848172020575
FLNB	770.1956661452841	-0.1855145186882056	0.068905625363806	-2.6922985998419025	0.0070961380211702	0.0437026901774781
FLNB-AS1	17.865780425218922	-0.3894708832453319	0.1197929055841495	-3.251201574468406	0.0011491834897682	0.0133006301893556
PXK	3073.917261997996	0.2133897805051995	0.0512289573681619	4.165413302707935	3.107890146484865e-05	0.001275220028251
ACOX2	51.39594199986537	-0.3647261697814293	0.0901462610648549	-4.045937851144266	5.211405888951907e-05	0.0017614245903497
FAM107A	126.58206001545427	-0.4544682205891909	0.1191539040849578	-3.814127821318813	0.0001366647242282	0.0033130958567346
CADPS	4.111584536265577	-0.6073723783150251	0.177372223437679	-3.424281246203296	0.0006164278989643	0.0088273975288086
PSMD6-AS2	114.12628682837963	0.2705405644053994	0.0874615373863497	3.093251873795934	0.0019797602953064	0.019033781584025
SLC25A26	282.6959111051627	-0.168735394723355	0.0563691278735426	-2.9934008399401297	0.0027588714329138	0.0235731188748732
LRIG1	394.07867449493074	-0.2087297122502906	0.0887422394988856	-2.352089753751502	0.0186682697885379	0.0817870563876595
EOGT	137.7543963215137	0.1280645468621616	0.0492855280053152	2.5984209167516745	0.0093653614884368	0.0522133019588973
TMF1	978.563993328427	0.1303559229717248	0.0493574335517381	2.641059584977837	0.0082647182639954	0.0480858023759786
UBA3	1459.519307113403	0.1785519629653775	0.0644701059688314	2.769531091692321	0.0056137046086699	0.037850110943509
ARL6IP5	5448.178359212061	0.1290143279805896	0.0538470066282631	2.39594243132677	0.0165776937965707	0.0760072729036678
FRMD4B	1413.4341903441675	0.2540713331766334	0.0962627556148253	2.639352380408109	0.0083064590241938	0.0482202983397762
FOXP1-IT1	3.0680568210895665	0.3307906125859867	0.147603113774654	2.241081533625405	0.0250207941304894	0.0990994922491206
RP11-154H23.4	14.839574743945274	0.2588346113252424	0.1036450034740134	2.49731875777436	0.0125136415122944	0.0628850449623018
EIF4E3	4944.518566895153	0.1828736736816402	0.0540869472945036	3.3811054760752577	0.0007219482426348	0.0097761307270184
PROK2	12050.379648662383	0.3180046531161175	0.0858732480765877	3.703186501487619	0.000212908241617	0.0044064007064004
FTH1P23	65.70706507083977	-0.2890380982641888	0.0895397254820771	-3.2280431585871296	0.0012464016770478	0.0140429007051551
PPP4R2	2056.0680978300607	0.2324622895664762	0.0710098665459926	3.273661828612392	0.0010616358086067	0.0126669365009982
LINC00960	5.111445670341854	0.4026632672386199	0.160768678062154	2.504612665179395	0.0122585556438792	0.0621122980357368
ROBO1	11.039144372927865	0.2601568014805578	0.0979883428222048	2.654977051225368	0.0079313804088793	0.0467664245425404
CADM2	8.64140284265509	-0.3450620745312769	0.1231447749231204	-2.802084576846237	0.0050773560729429	0.0353571345036483
CHMP2B	1286.2888175240507	0.1273680475187269	0.0520617682767204	2.446479474952446	0.014425901093702	0.0692694742613202
ARL13B	51.39834502602425	0.14735161211499	0.0642833103174126	2.2922219062367777	0.021892841486888	0.0904463952348841
NSUN3	367.443860047466	0.1958415641308459	0.0621918714739103	3.1489897230862693	0.0016383595675236	0.0167596869074491
RBBP4P2	2.591959105355873	0.3010421452834065	0.1202035366198227	2.504436672570928	0.0122646558877089	0.0621216645338232
ARL6	17.8348268362855	0.1876063086563362	0.0749527688687369	2.502993705074282	0.0123147734386406	0.0623102988274076
CLDND1	1478.8666160396976	-0.1329599503336587	0.0487962476708785	-2.724798661373481	0.0064340709301471	0.0410812652163844
GPR15	100.2628096494542	-0.4872740809252882	0.1492845535738928	-3.264062284140452	0.0010982701902718	0.0129607053304918
ST3GAL6	381.19773957783474	0.2765064526628055	0.1012882586575637	2.729896399913648	0.0063354231589466	0.0407630320597137
PDLIM1P4	16.775609373479494	0.3224066347659468	0.091461040725189	3.5250706990605427	0.000423369783391	0.0068594912777089
DCBLD2	38.81540276328275	0.2651634025217746	0.077343645058604	3.4283799570198377	0.0006071949985454	0.0087338253929664
FILIP1L	42.47935150349907	0.2744045147244625	0.0778586309896139	3.5243942930497583	0.0004244521314223	0.0068727267884023
TMEM45A	88.7169084201203	0.6515254848985865	0.1111933685980727	5.859391554667577	4.6456614426788605e-09	1.2149577819434175e-06
IMPG2	20.7698195084723	0.2861383625573783	0.1085134185311111	2.6368938185772985	0.0083669016898523	0.0484516778465592
NFKBIZ	3313.652803436943	0.1956386257100016	0.0560510890056561	3.490362617044953	0.0004823655515414	0.0075098776277569
RP11-861A13.3	48.06841090465643	0.1621259987652162	0.0636756043244115	2.546124225837328	0.0108926417108872	0.057520168577724
IFT57	231.77842108414825	0.150200217939627	0.0499904813998691	3.004576346008548	0.002659510037746	0.0230224131986427
DPPA4	17.97501896856248	0.3420494695513904	0.0947232106268921	3.6110417635514738	0.0003049695427444	0.0055336880840703
TAGLN3	6.800968512906051	-0.4232005998922232	0.1824320214443627	-2.319771477296758	0.0203532428246158	0.0864728930049438
BTLA	118.78594520209651	0.2842662264482647	0.0781094853125468	3.6393304258862216	0.0002733478702374	0.0051696491660463
ATG3	2901.0603714321896	0.1017545363735944	0.0424421512432276	2.3974877190003654	0.016507934345403	0.075835154034214
SLC35A5	572.8414329628671	0.1655613625542419	0.0639958887285122	2.5870624792257813	0.0096798038510337	0.0533006808819894
CFAP44	101.69948137206242	0.1383176148611157	0.0567640478270491	2.436711618638388	0.0148214942380043	0.0705237117115786
USF3	583.2741207081282	0.0973251250067391	0.0406554713726623	2.3938998053822296	0.0166703019674177	0.0762428525416732
ATP6V1A	2902.5694079967493	0.1993575705441625	0.0596404647778624	3.342656219844901	0.0008298063265656	0.0107368893558775
RP11-274J15.2	1.1215801676452035	0.5562192957641684	0.195619074972064	2.8433796440536323	0.0044637864819236	0.0324366813930638
GAP43	8.637158029605366	-0.672372874629537	0.1798549025163758	-3.7384183873904537	0.0001851815868617	0.0039954470545319
B4GALT4	795.4073418120629	0.1622715479608953	0.0618224852772167	2.6247981981516477	0.0086700336131814	0.0496079205036198
TMEM39A	603.4482120447376	0.0888601839918643	0.0370585315489753	2.3978333808081285	0.0164923653497646	0.0758039821180112
GSK3B	2109.2001706050723	0.1673987484369354	0.0589096736489856	2.841617311180227	0.0044885334869463	0.0325325416964456
RP11-18H7.1	15.548979144977938	0.3479683036815675	0.1215354102628666	2.863102226165638	0.0041951519008906	0.0311401025991859
NDUFB4	1326.6589528044804	-0.077454196373149	0.0316860881852231	-2.444422799065172	0.0145084128022325	0.0695753502245977
GTF2E1	193.54788119273456	0.1631014701933544	0.0674503660740862	2.4180961451596383	0.0156019537804157	0.0730470497881995
STXBP5L	2.430228297594004	-0.4754583994596529	0.1922624505788272	-2.472965459600838	0.0133997093059736	0.0660445219190867
POLQ	45.110479928639016	0.2559032661749497	0.1125714113193292	2.273252712884924	0.0230109553639276	0.0934551600513647
RPL7AP11	8.374092045519154	-0.2329209238470919	0.0878891170255229	-2.650167981315046	0.0080451759074719	0.0472765710659904
RN7SL172P	21.096379367073272	0.2579872269795759	0.1051514165157309	2.4534831343996237	0.0141480173760908	0.0684173174980139
SLC15A2	322.5755207542777	0.1961689183409568	0.0604186794410893	3.2468256531861077	0.0011669985449366	0.0134407292379689
CD86	1007.146801107746	-0.1721581272485113	0.0535499757320497	-3.214905793981048	0.0013048733780312	0.0144811301459951
WDR5B	151.9389190512412	0.1483164950192936	0.0593740464701955	2.498002137916355	0.0124895440587099	0.0628081724564158
PARP9	4734.403258758615	0.2652492193981239	0.064256929275899	4.127947326259975	3.660159274262073e-05	0.0014336638996962
DTX3L	2407.589798167632	0.1869410672604122	0.0584746509983974	3.1969590937025947	0.0013888462073297	0.0150769883245173
HSPBAP1	1568.9791575611205	0.1374724892372433	0.0554033945898893	2.481300834630284	0.0130903841554769	0.0650149887146467
DIRC2	996.110177773756	0.1384658101570134	0.0612531422955299	2.260550315752834	0.0237871173470827	0.0956769077572345
LINC02035	1726.040152580936	0.2792958017661014	0.0801620443851082	3.4841402051116663	0.0004937207804197	0.0076452899078037
SEMA5B	1.9173469302224824	-0.5293209886511591	0.170636245236251	-3.1020431088266056	0.0019218996865275	0.0186296910460071
UMPS	208.14032721020249	0.118014916202886	0.051599969102465	2.287112148624294	0.02218927796687	0.0912488239898719
ZNF148	1112.4117961146137	0.196657425346586	0.0610295333713541	3.222332115009953	0.0012715165652851	0.0142329595295275
OSBPL11	1521.5865125355856	0.1716283900607973	0.058041354955084	2.957001782498254	0.003106463220639	0.0255412636537207
SLC41A3	524.9672757931277	-0.1442104593210819	0.0390666627061521	-3.6913943841528063	0.0002230280052777	0.0045289553605077
RP11-203H19.2	8.804808459460755	0.2420979489070562	0.0983677400822296	2.461151884801628	0.0138491723048199	0.0675016792439935
ZXDC	1101.967652264261	0.1463464882994615	0.050095367962117	2.9213576874039733	0.0034850945496584	0.027509933836953
TPRA1	1231.2586089099004	-0.1010834031817075	0.0369384462887865	-2.736536409556395	0.006208972362557	0.040189125859741
RUVBL1	616.2135685628447	-0.1356511451534091	0.047481369470065	-2.856934133690714	0.00427754592751	0.0314988457363946
EEFSEC	523.8873896401452	-0.1523190410077287	0.0477799131204252	-3.1879304724523347	0.0014329498760283	0.0153653918331509
GATA2	177.93032757838233	-0.5287446355145777	0.1024837630225819	-5.159301531483291	2.478728263985765e-07	3.720668154005468e-05
KIAA1257	136.40498029557938	0.2399333213473372	0.0804130009524231	2.983762805834037	0.0028472740103836	0.0240656755763431
RP11-723O4.7	3.8376198301435074	0.2549228786686974	0.103924661320976	2.452958474229293	0.014168669399612	0.0684916018344576
RP11-723O4.6	109.03525468665994	0.4331363488408614	0.1134164651255354	3.8189900237275336	0.0001339991812241	0.0032639142156707
RAB43	2152.4219553192474	0.1322795142844243	0.0567063962622786	2.332708883008624	0.0196634296592082	0.0845690792868042
ISY1	1660.8036925381882	0.1058464838588687	0.0399462518384395	2.6497225393501	0.0080557898739349	0.0472812892675049
CNBP	10016.90484326448	0.1026269257846558	0.0321328744115144	3.193829611081441	0.0014039895778286	0.0151935858695223
RPL32P3	423.56138786398026	0.1561456295063586	0.05701276719962	2.7387835598234105	0.0061666956221582	0.039975442251702
TMCC1	1030.0311222432304	0.1200826391667348	0.0452129896291887	2.655932291838791	0.0079089492193267	0.0466660447214193
TMCC1-AS1	19.769410932022023	0.2732166371160334	0.0679990761367548	4.017946311013986	5.870756861357993e-05	0.0018952589264017
TRH	11.04276119576719	-0.7197656179233232	0.2059354691310438	-3.4951027181495937	0.0004738793445992	0.0074358849157697
ALG1L2	6.072430664981606	-0.3000654338810622	0.1027929536868537	-2.9191245422830763	0.0035101595475368	0.027650999815455
DNAJC13	1180.2488714796912	0.1129117266409255	0.0447784626292185	2.521563269732469	0.0116834662502655	0.0602188508697269
NPHP3	225.03853249164416	0.1262546067952845	0.0560447766217293	2.2527452941320814	0.0242752132848567	0.0969772484428677
TOPBP1	931.935554734112	0.1108874144410942	0.0351653353956961	3.153315991255	0.0016142696343823	0.0165985127497191
TF	60.22425332153378	-0.3276357895729637	0.1165253602777962	-2.811712307019525	0.0049278557495987	0.034651578819354
MSL2	1728.1145650140902	0.132218080567765	0.0485067311770473	2.7257676895434404	0.0064152132854059	0.0410401702319945
PCCB	466.46705376884535	-0.1249612631813114	0.0378744497462635	-3.2993552122467324	0.0009690720323312	0.011987694213611
STAG1	708.4767793130791	0.1546333089422099	0.0421605119795369	3.6677284426067382	0.000244714883189	0.0048108679124122
RP11-102M11.2	1.307625177716277	0.4628228892444961	0.199563340654448	2.31917789974208	0.0203853922692154	0.0865384802823836
RP11-731C17.2	20.48302145727855	0.2687745804138763	0.0771535357563069	3.4836327043107045	0.0004946578241206	0.0076460810294381
NCK1	474.16614827038313	0.1073220664296687	0.0349441998712521	3.0712412024051	0.0021317087032989	0.0199681874229789
DBR1	192.71122886646623	0.1332523580584202	0.0577027746043138	2.309288573594141	0.020927573297993	0.0880461163890702
ARMC8	1238.287190512537	0.1184469959702241	0.0333655750082915	3.549976163779268	0.0003852660329783	0.006468821569288
NME9	12.953037674879898	0.2868836827654664	0.07658049591055	3.746171650553965	0.0001795537547786	0.0039222748766813
CEP70	32.151160996776106	0.1885396955365903	0.0812211846095391	2.321311815913197	0.0202700209802303	0.0862892326864753
FAIM	31.55002615203266	0.1490121237126907	0.0515578664733416	2.890191815631832	0.0038500682624672	0.0293960008050489
PIK3CB	1619.9312788791374	0.1413401746395009	0.0464058787853826	3.045738564572162	0.0023210956034954	0.0210861355333687
RP11-319G6.1	12.130960193838876	0.2289830879504064	0.0625652404704795	3.6599090202242346	0.0002523048135493	0.0048932014439002
PXYLP1	668.8976304197259	0.3208957046021825	0.1063526554901315	3.017279663806405	0.0025505438493078	0.0223927198380565
RASA2	1667.3683335967146	0.1967355209742291	0.0586286554708406	3.3556205475678538	0.0007918713678306	0.0104125655584073
XRN1	1889.927096754215	0.1356603290862678	0.0441864409384244	3.070180041776068	0.0021392976719661	0.0200175482561889
PLS1	35.08485406459827	0.3303737749111791	0.0981160537095498	3.3671734891537235	0.0007594289638965	0.0101143905886033
U2SURP	954.7890998744988	0.1006999801449272	0.0331566363100519	3.037098793836288	0.0023886715326746	0.0214265303149365
SLC9A9	356.72865165386224	-0.098097410714978	0.0406714468028468	-2.411947900218579	0.0158675487607375	0.0738764080137128
PLSCR2	5.961154742642703	0.520000697248963	0.1641201855056494	3.1684140232163176	0.0015327307573646	0.0160533705659096
RP11-329N15.3	123.67514070083293	0.3542057696076413	0.1426973060247249	2.4822176358835297	0.0130567502351899	0.0648793816297068
PLSCR1	4673.817966796502	0.2342243229844846	0.067628381515282	3.463402756896627	0.0005333893519806	0.0079965163359187
CPA3	143.61325453412874	-0.6105046864110938	0.1416471488532635	-4.310038651350007	1.632260148779516e-05	0.0008156095676955
UBQLN4P1	12.502483625632095	0.3777431140255076	0.154920989476633	2.438295258128876	0.0147567154237273	0.0703361780257224
HLTF	216.62338473409625	0.1291276835669154	0.0518904726189955	2.4884661297080903	0.0128295456977727	0.0640636003203536
RNF13	4633.040783495208	0.1667527845165182	0.067214083366972	2.4809203096037167	0.0131043666448949	0.0650655021223748
MINDY4B	22.103777749590822	0.46964169349215	0.1987178568720034	2.3633592918358204	0.0181101023822081	0.0803717279358504
CLRN1	5.477216268067326	0.4565759372943628	0.2032784597011684	2.246061574677204	0.0247000641555464	0.0981294093986887
MED12L	69.97681948346738	0.2640670868695254	0.0914741758624215	2.886793834214874	0.0038918915630235	0.0296193311164736
P2RY13	11145.497732662763	0.341543920441859	0.1316002009341538	2.595314581721273	0.009450437811039	0.052472932739784
P2RY12	41.70973775684568	0.3485777259707365	0.1010147713698986	3.450759935834583	0.0005590105663059	0.008282762885677
IGSF10	5.46867289245551	0.351294518705236	0.1271375110598634	2.7631067792402124	0.0057254032735972	0.0384006244377142
SUCNR1	99.51779574598535	0.3552872780069583	0.1095952061934375	3.241814038653019	0.001187714960097	0.0135882664500292
MBNL1	6016.512253477262	0.1410567511724446	0.0578630063975867	2.4377708652609464	0.0147781380410981	0.0704123614321072
MBNL1-AS1	51.19794890949339	0.2265867091279179	0.0589993290612679	3.840496370604804	0.0001227857877533	0.00308921502972
RAP2B	1647.6799228709574	-0.0932721427028767	0.0341797682780812	-2.7288699544136543	0.0063551760489239	0.0407944600957097
PLCH1	11.212793795248732	0.657834524000694	0.1068436407932348	6.156983411616826	7.414361161206242e-10	2.36994104721964e-07
C3orf33	24.270646513915537	0.1739727990151593	0.0592576044903865	2.935872965357268	0.0033261050242379	0.0266944157416444
RP11-550I24.2	5.897236673333247	0.3058814685800066	0.1113801654534616	2.746283122624865	0.006027472287061	0.0395511672236278
VEPH1	40.97946529569927	0.3120448566632093	0.1026096238218626	3.0410876196655856	0.0023572522269499	0.0212505631643321
SHOX2	10.72566124804607	0.4327057936748671	0.1348404400017068	3.209020926284355	0.0013318779805667	0.0146676532517453
MLF1	14.50276193992854	-0.2289598974380426	0.1006713446841736	-2.274330378285262	0.0229461299856513	0.0932796752172238
LXN	145.406671055355	0.2415183537384908	0.0824635264684805	2.928790024894276	0.0034028420980013	0.0271002721499083
MFSD1	3732.4184520231015	0.1515000782710942	0.0644246857342116	2.351584280847218	0.0186936541794178	0.081866948639937
RP11-379F4.9	1.950099767867249	-0.3772213092659437	0.1492386943839121	-2.5276374255563567	0.0114832872935455	0.0596177644510103
RP11-170K4.2	14.718323197471474	0.2591906843055875	0.1053978944375619	2.4591637782587106	0.0139261071717764	0.0677363969161119
IQCJ-SCHIP1	1.4586766811683345	-0.5251592948138567	0.1968976288208693	-2.6671692186381204	0.0076493146568224	0.0456642198256749
C3orf80	2.568736153057632	-0.3804972006912731	0.1570086781373158	-2.423415095301291	0.0153753469001877	0.0722502641338711
SCARNA7	2.5729108145153834	0.7288313047874009	0.1802426738865972	4.043611255156798	5.263416264766714e-05	0.0017614245903497
RPL23AP42	19.323024636926025	-0.2217093760608673	0.077377837621522	-2.865282655549429	0.0041663716906466	0.0309900810818595
LRRC34	5.463161641878581	0.301194823799841	0.1050154987346978	2.868098779978693	0.0041294658397407	0.0307671942609285
RP11-362K14.6	10.358007819812617	0.2505773438894404	0.0915851389241207	2.7360044089363265	0.0062190192763541	0.0402340400010208
RP11-379K17.4	15.02038093702314	0.3005002689191214	0.1221143322915209	2.460810809674197	0.0138623443506545	0.06754045118231
SLC2A2	6.357761903884912	-0.8555457983972857	0.3291235990588508	-2.5994665859384485	0.0093368767933718	0.0521106007883577
FNDC3B	2869.068095239165	0.1474909611399504	0.056302067040963	2.6196367005964816	0.0088023485590568	0.0501530976420435
GHSR	1.7771586092506455	-0.4608494520715386	0.2057979264999615	-2.239329909242914	0.025134458181745	0.0993303961951059
TNFSF10	5801.43062522002	0.2860565061633022	0.1175654168774928	2.4331688158039104	0.0149673207656333	0.0709222002091897
LINC02068	1.9982057485956013	0.4521371708304698	0.1822614407468538	2.480706664984896	0.0131122228592222	0.0650735215733417
SLC31A1P1	5.975158111115466	0.5251752079186779	0.1936427946591552	2.712082361975188	0.0066861977360122	0.0419825008390375
PIK3CA	726.3109977974134	0.1892136235879518	0.0585953352479145	3.2291584780152958	0.0012415507315238	0.0140004311802628
MFN1	656.9141741007925	0.1157873800609535	0.049820795550296	2.324077301095316	0.0201213513774059	0.0858681240336935
CCDC39	23.438719939699368	0.2877134748205008	0.0900004475158501	3.196800491129013	0.0013896100373427	0.0150789578695897
ATP11B	6526.7217269194	0.1906048069870917	0.0728899571048118	2.6149666505224074	0.008923616805701	0.0505118851588117
RP11-531F16.4	34.186249309033904	0.2414468151574162	0.0789049558467381	3.0599702207094936	0.0022135900017675	0.0204175485342942
MCF2L2	21.858023678342484	-0.3065688586995882	0.0889392137359055	-3.4469481550613668	0.0005669573706855	0.0083379872513247
KLHL6	1716.509869293179	0.1593428090959464	0.0409060817110223	3.8953329781525103	9.80639179520096e-05	0.0026754192831353
ABCC5	1346.4342673696683	0.2044822643278109	0.0428602791254239	4.770903701523389	1.8340121191726928e-06	0.0001720449557155
EIF2B5	1189.794360732533	-0.0771629827026651	0.029770276269102	-2.591947149067976	0.0095434431341556	0.0528759439731271
RP11-778D9.4	35.45725007686937	-0.1816376510053926	0.0760800988805598	-2.3874528776645043	0.0169655775509688	0.0770624155038832
DVL3	3127.1157202817967	-0.0825514956926156	0.0258126738310607	-3.19809936130214	0.001383366066404	0.0150364109258046
AP2M1	12132.48414225389	-0.1507305990660821	0.0409564635812413	-3.680264014179164	0.0002329925957103	0.0046604458484263
ABCF3	1354.1287634118503	-0.1163658581616461	0.0313205102654354	-3.715324468709721	0.0002029431071604	0.0042683996648993
ALG3	753.2539080197554	-0.1222533572328848	0.0425439741302655	-2.8735763344194587	0.0040585298745733	0.0304366322192656
CAMK2N2	1.8764854794169423	-0.4621391093902804	0.1521586435825544	-3.0372189085633146	0.0023877198379346	0.0214265303149365
PSMD2	4081.23121537713	-0.0827869096223551	0.0342669105301669	-2.415943204143646	0.01569450920312	0.0733212807250054
THPO	2.0920414683904167	-0.8592954250620296	0.2748157562317331	-3.1268055254351763	0.0017671678073068	0.0176556962848138
CHRD	8.779012861037435	-0.269712624902472	0.1065298723345716	-2.531802760970205	0.0113477803668558	0.059181713379267
VPS8	3601.772751376749	0.2404902105091731	0.0548189146154223	4.386993288654336	1.1492833451035756e-05	0.0006426802394832
SENP2	708.7061433139389	0.1360075375070628	0.034805685565433	3.907624150984619	9.32081498468376e-05	0.0025810184039406
NMRAL2P	38.18768509732538	0.5211517970768211	0.1582777858901864	3.292640177809901	0.0009925140728471	0.0121614679886827
AHSG	47.280385773549725	-0.7639172999180907	0.2672762014994854	-2.8581568266546977	0.004261097381897	0.0314582470244361
RTP4	96.06055567564576	0.1871254900608462	0.0714421669718998	2.6192583174926343	0.008812119016055	0.0501659132464116
BCL6	55280.18155458398	0.2880583296670002	0.0826944587224811	3.483405467755838	0.0004950779283752	0.0076473049906492
RP11-211G3.2	196.184140796828	0.4526181170675208	0.0900032613411383	5.0289079564791255	4.93281090998248e-07	6.322544914374079e-05
IL1RAP	3569.8934471869134	0.2299015136306369	0.0842279332475372	2.729516263387111	0.0063427320446401	0.0407729270192093
MB21D2	37.7928438391818	-0.1999424298736318	0.0835486820989376	-2.393124880615852	0.0167055540302155	0.0763501322853153
HRASLS	15.141320402158437	0.3851195543426164	0.1205581150937919	3.1944722596483923	0.0014008674750903	0.0151808254237923
CPN2	8.69993952568555	-0.7634769814479639	0.2970617752124534	-2.5700949942211126	0.0101670631406847	0.0548864536646097
LINC00884	75.55877763149597	0.2221883321325684	0.093786113132002	2.3690962842211283	0.0178316106535712	0.0796546293015204
AC108676.1	7.829706106868968	0.3517711039423112	0.1439864493480674	2.4430847870409877	0.0145623156302846	0.0696932660972235
ACAP2	4284.868445832077	0.1590416800721569	0.0550247689358951	2.890365250918969	0.0038479445659689	0.029389816413904
PPP1R2	2065.0367236217653	0.0917586308450592	0.0333678358622759	2.7499125572239183	0.0059611169940334	0.0392820768878897
SDHAP1	308.86222476586363	-0.0783751888560398	0.0308975336147764	-2.5366163472205985	0.0111929542721128	0.058651442837335
UBXN7	1666.8271786164698	0.1128886499713658	0.0415917770610983	2.714205978877325	0.0066434844423928	0.0417897122687059
FBXO45	146.16923093576398	0.1379861335997108	0.0506516533293079	2.724217760526083	0.0064453993695541	0.0410989316047224
CEP19	688.7386552955063	0.3491096142595435	0.1138378394190537	3.0667273381254194	0.0021641616893587	0.0201433470983964
RUBCN	2083.632178411161	-0.14824587964257	0.0383595573561156	-3.864639997440829	0.0001112531655093	0.0029154410002041
RPL35A	5720.90284023185	-0.1493733448255788	0.063761455777661	-2.342690313509313	0.0191452670182926	0.0830537660663378
