	Gene	Slope	P	Q
8769	SRGAP3	-0.2384981651291589	0.0017555310146464	0.040834234832371655
8777	THUMPD3-AS1	0.1287274522307787	0.0053113536939184	0.07788273458458052
8783	BRPF1	-0.087612167925786	0.0063035066838967	0.08677259389103731
8793	IL17RE	-0.2820597134901488	0.0006841593641322	0.02309057989842401
8835	RP11-169K17.4	0.2484690772377492	0.0046976452469613	0.0726292408162309
8844	SYN2	0.3492737115482757	0.0048339656555555	0.0738997068238829
8850	AC091492.2	-0.1614932647204446	0.0012954059318121	0.03411423088735464
8855	MKRN2	0.0912476877092791	0.0007997852397671	0.02546038289019233
8857	CRIP1P1	0.2024217103849164	0.0009553623546122	0.02825305615546545
8858	TMEM40	0.2812736362144322	0.0067280103013582	0.08989352986845929
8871	FBLN2	-0.2593306306410806	0.0059806706329444	0.08397550699426458
8879	TMEM43	0.2361032888319408	0.0002056402586478	0.011660964614676129
8880	AC093495.4	0.4199997221190817	0.0005732949330352	0.02087879718763018
8881	XPC	0.1440766582632588	0.0052271865423535	0.07722187822726898
8893	C3orf20	0.4095334644830488	0.0007053121943542	0.023460753200811275
8905	SH3BP5-AS1	0.1417478094473381	0.0040458445688869	0.06662029869723689
8917	BTD	-0.098240104018252	0.001461311648145	0.03697230629375267
8918	ANKRD28	0.3448878521733988	4.257381388751214e-09	2.800228491261522e-06
8958	RAB5A	0.149393952266128	0.0006739403986663	0.022908937885423815
8975	HMGB1P5	0.2005982831163268	0.0029289334544852	0.0550417676926871
8990	RPL15	-0.1095864274190454	0.0055944468694725	0.08045628121660767
8993	THRB	0.2961502523368965	0.0005340819950144	0.020089334067288665
8996	THRB-AS1	0.2845508961633819	0.0003181392711615	0.014831647387915122
9040	AZI2	0.16570484982512	0.0075377775341534	0.09639314854638145
9077	CMTM6	0.2973322666188718	0.0004467066274402	0.018185390160488736
9081	AC104306.4	0.0680330970192709	0.0023906114236151	0.048702584023445204
9089	CCR4	-0.2784661045789035	0.0049592539558274	0.07487156857204907
9095	CRTAP	-0.1125303246510953	0.0021196629108139	0.04553687435837011
9127	RP11-640L9.2	0.3035442747878181	0.0062131647363422	0.08602310151823316
9136	LRRFIP2	0.1653165780420017	0.0008619333872452	0.02655484495357887
9144	GOLGA4	0.116951426392741	0.0051295454928086	0.07642798786665041
9163	RP11-815I22.1	0.082894873344294	0.0037294730927596	0.06352555228703029
9173	SCN5A	0.5085536553761282	0.0026293526714342	0.051485516871928205
9193	RPSA	-0.1489664433730721	0.0047370192556404	0.07301054635909676
9198	EIF1B-AS1	0.2620590256642636	0.0041223266739365	0.06731630527261538
9244	HHATL-AS1	0.352645843736767	0.0027327110506443	0.05262227925106654
9263	RP11-188P20.3	0.2763017704968136	0.0006888674715912	0.023156806040090388
9277	TCAIM	0.2799660271562377	0.0001203109246958	0.008420530770503991
9278	LINC00694	0.3681130166579828	0.003394479613894	0.06020514330139742
9279	LINC01988	0.3602005922936941	0.0033986174735525	0.0602393912714864
9280	ZNF445	0.179101689255335	0.001732670537067	0.04056148231684273
9284	ZKSCAN7	0.4637510188667536	2.163929115738868e-06	0.0006253926289647392
9286	ZNF660	0.295228824101616	0.0004475983141735	0.01819455485283672
9288	ZNF197	0.1449610502542102	0.0003869192310919	0.016553835943392638
9293	ZNF502	0.4157990038562711	4.0496326438238455e-06	0.0010141171802368412
9323	FLT1P1	0.7087862947988757	1.0784540444409476e-05	0.0020231946114817943
9327	CCR2	0.347661087100045	0.0079450017323376	0.09932070862646536
9349	CCDC12	-0.1067651223429819	0.0009661150860464	0.028447764173379214
9360	PTPN23	-0.1390585587484963	0.0010343385214791	0.02965181752051663
9370	DHX30	-0.1425709961075244	0.0001540766448376	0.0098631563678016
9372	MAP4	-0.1592005154590207	0.0067163654957604	0.08989352986845929
9385	FCF1P2	0.1585589006002643	0.0070579746295873	0.09275612686047902
9387	SPINK8	0.4269606376159884	0.0010856423819612	0.03062914155866968
9406	CELSR3	-0.3098906072561551	5.7303385069286295e-05	0.0057505632310707305
9419	P4HTM	-0.149811262261147	0.0015618865193947	0.03849250015226746
9420	WDR6	-0.1146340532894192	0.0032077820743518	0.058281418527341054
9421	DALRD3	-0.0900620501701298	0.0076360008458807	0.09694524608798119
9423	NDUFAF3	-0.1746712926156742	5.236353844155996e-05	0.0054549921020889975
9427	QRICH1	-0.1091147235815634	0.0002412597529524	0.01280707640803465
9429	QARS	-0.1163888003399102	3.949903951420238e-05	0.00450173604417398
9440	C3orf62	0.2175063059007224	0.0057275314958627	0.08176896809027626
9464	UBA7	-0.1491371793639271	0.0007613362703627	0.024666391496522565
9472	CTD-2330K9.3	0.2164299637515097	0.0060812813980665	0.08492947405557594
9475	RBM5	0.1021119526869374	0.002210412300336	0.046596928883470744
9486	SEMA3B-AS1	0.2155952561659758	0.0068006629553233	0.09066222028254203
9487	SEMA3B	0.2205523264601837	0.0014136320429223	0.03623145562780009
9491	NAT6	-0.1787197170202353	0.0068277591889917	0.09084597359138068
9495	RASSF1	-0.1401195431045473	0.002266278052253	0.04725671133891334
9509	LINC02019	-0.1586199254528356	0.0049346762507697	0.07466570007816505
9533	PARP3	-0.2327110650947898	0.0007509345166064	0.024460034087456197
9537	ABHD14B	-0.1725330551600654	0.0030590673447533	0.056629570866318125
9561	NISCH	-0.0759467041925019	0.006406366040289	0.08747782262917886
9605	RPS15P5	-0.2555924190892328	0.0007561828974304	0.024601630951442428
9619	ERC2-IT1	0.0437633688106071	0.0056173478855876	0.0806581419700153
9624	FAM208A	0.1398642811108175	0.0047155385241346	0.07278221066145212
9647	SLMAP	0.2326363520511877	2.111068763455824e-05	0.0031317246177875097
9650	FLNB	-0.1802368971330945	0.0071987169866762	0.09368113414460717
9659	PXK	0.2115873375835887	6.78690905474751e-05	0.006279846425708068
9687	C3orf14	-0.2252101304702631	0.0020360386578745	0.04446056896427388
9707	PSMD6-AS2	0.313026713809493	0.0008529968098317	0.02639841374281869
9750	EOGT	0.1645129200103428	0.0014020312973534	0.036095864296001735
9752	TMF1	0.1561391779557925	0.0029131903959843	0.0548970970305747
9754	UBA3	0.2280189280428909	0.0008307960304346	0.025956594809508314
9755	ARL6IP5	0.1601773549270974	0.0037293790944863	0.06352555228703029
9776	FOXP1-IT1	0.2834305101693264	0.0034822472324592	0.061128718487100143
9778	RP11-154H23.4	0.3450999040951774	0.0015451365512212	0.03834302546247346
9779	EIF4E3	0.2238353855260944	6.708604608763887e-05	0.006279846425708068
9781	PROK2	0.3804933515418032	5.21791545509391e-05	0.0054465858608888475
9782	RN7SL271P	0.2289830389814351	0.000396374472838	0.016839181685395898
9792	RP11-447M4.1	0.0692231469272964	0.0019915841201024	0.04410732668747676
9803	FTH1P23	-0.2653835570925796	0.0040313885940081	0.06659048899367329
9804	PPP4R2	0.2814062238215947	0.0002843969142049	0.013912003889134321
9905	CHMP2B	0.1408944267228264	0.0080325747599067	0.09999870299067855
9932	PROS1	0.3124411482782693	0.0043713247492237	0.0696350629441553
9934	ARL13B	0.1963994172897444	0.0068483584016261	0.0909206181569971
9935	HMGN1P7	0.0643456880323059	0.0066728505364637	0.0896589358815226
9938	NSUN3	0.2452452513406114	0.000107356190228	0.007984726344587162
9994	ST3GAL6	0.3640046239432968	0.0014865501098882	0.037277787597159676
9995	PDLIM1P4	0.2909575217779197	0.0047286958136672	0.07292343555359317
9996	DCBLD2	0.2630918210297125	0.0013908752896513	0.03588405662223241
10009	FILIP1L	0.2494058203389567	0.0017924414813683	0.04136808930622389
10014	TBC1D23	0.1561384378267618	0.0045514213567448	0.07119692871344027
10018	TMEM45A	0.6246896109611002	1.7841140444535405e-07	7.982836152295457e-05
10044	NFKBIZ	0.2231189417408073	0.0001081276972348	0.0080202544122856
10083	RP11-861A13.3	0.2036143145344501	0.0059373991885625	0.08364761200051717
10084	CD47	0.1011988572684891	0.0066553011025634	0.08948882620431345
10086	IFT57	0.1530146403305025	0.0021110079602614	0.04547914229147212
10146	BTLA	0.2501711124129067	0.0036384424906189	0.06254088553144427
10149	ATG3	0.1233358671981837	0.0052197864768904	0.07718271488255708
10150	SLC35A5	0.2098337727983493	0.0016772112490411	0.03982701892459841
10178	ATP6V1A	0.2024116466003156	0.0011500349550438	0.03172446097309305
10188	RP11-274J15.2	0.2276525086556653	0.0018705319087623	0.04247756986819945
10195	ZBTB20-AS1	-0.3917409875759409	0.004133957017729	0.06740866977013091
10227	B4GALT4	0.1890784526986955	0.0033177365042461	0.05954958779247351
10248	GSK3B	0.1641697716183218	0.005838176604203	0.08265492391477633
10251	RP11-18H7.1	0.4427395122824127	0.0006871750921774	0.023128826308391397
10253	RN7SL397P	0.0498288113901575	0.0046964638221602	0.0726292408162309
10268	GTF2E1	0.2105466460209565	0.0034287730616188	0.060616443970172774
10286	SLC15A2	0.204682403641948	0.0011409846027077	0.03152258675658844
10294	WDR5B	0.1890525344560416	0.0025018192695309	0.05012626900831893
10299	PARP9	0.2952261973052201	1.4331360770766458e-05	0.00246806828768985
10300	DTX3L	0.1909629617539744	0.001569813865914	0.03858589759926928
10304	HSPBAP1	0.1545951780957918	0.007776547626619	0.09803433051884727
10305	DIRC2	0.1753872339786341	0.0069694519051533	0.09194691116629505
10306	LINC02035	0.3104043965655502	0.000373707546794	0.01621736279378223
10307	SEMA5B	-0.2341052173959157	0.0062952565830679	0.08671493172438983
10325	UMPS	0.1448446474031302	0.0071775204217852	0.09348300588794485
10338	ZNF148	0.2188163569197037	0.0006387052586534	0.022237370842095924
10343	OSBPL11	0.1884765275349154	0.0020056987477994	0.04415131309113892
10364	SLC41A3	-0.1413997363948055	0.0004117712931336	0.01723272155844431
10366	RP11-124N2.1	0.1351350673251957	0.0065265934746222	0.08854160701639859
10377	ZXDC	0.1370405677700901	0.0075807186296298	0.09660284580503035
10394	RP11-88I21.1	0.191749523057906	0.0062417262883495	0.08625660748274264
10417	GATA2	-0.3485097990265946	0.0020802747398663	0.04510181040459931
10436	KIAA1257	0.2968194633339527	0.0008391357890485	0.026141092546934346
10437	RP11-723O4.7	0.2485915166718967	0.0045805136264493	0.07142513564556417
10438	RP11-723O4.6	0.4944089536838736	0.0001623273394765	0.010069104349560236
10444	ISY1	0.1073669315352405	0.0075266087454411	0.09629543581699568
10446	CNBP	0.1020147749517161	0.0016551282133635	0.03966495145914846
10467	TMCC1	0.1238071454926235	0.0067037082081341	0.08985240326502744
10470	TMCC1-AS1	0.305496550967202	9.401697723499356e-05	0.007494143619708704
10513	RP11-65E22.2	0.4290441378624228	0.0016280646599371	0.0392749915666311
10533	TOPBP1	0.1095014531329764	0.0024127236697412	0.04901950523949073
10554	CEP63	0.1487711925884673	0.007759257865549	0.09794067176787306
10569	PCCB	-0.1082259832037497	0.0044902087500125	0.07066286424925984
10570	STAG1	0.1683369413652258	0.0001084696556002	0.0080347020875524
10575	RP11-102M11.2	0.2223106003785172	0.004864936872985	0.07415576194852429
10578	RP11-731C17.2	0.3251706091745686	0.0005536627397355	0.020482421562295003
10580	NCK1	0.1219189565298118	0.0010116397239554	0.029267321574018648
10597	ARMC8	0.1288027068186065	0.0001512224902244	0.009746798330968648
10605	PIK3CB	0.1365182004935764	0.004245675215176	0.06849982961866831
10621	COPB2	0.153558717076144	0.0033362678051699	0.05967677982301284
10622	RP11-319G6.1	0.2204126792107216	0.002028206583271	0.04437977794940801
10647	PXYLP1	0.4357111438748672	0.0001123277983661	0.008143690794690746
10653	RASA2	0.2377368556095729	0.0002007430801964	0.011486888827883701
10670	XRN1	0.1625237892815269	0.0003212572364872	0.01493873513995675
10682	PCOLCE2	0.3439287874991363	0.0077912425669756	0.09805881066605869
10685	PAQR9	0.4885286910333496	0.0018234916421307	0.041758532333662286
10689	U2SURP	0.1116984695622412	0.0010969650489891	0.030821161067634044
10717	PLSCR2	0.4974082071086357	8.411568989293547e-05	0.00712576495811322
10718	RP11-329N15.3	0.5070219960628604	0.0041879354745161	0.06784206926551423
10719	PLSCR1	0.2829505038270664	7.632674176089652e-05	0.0066669271779373806
10743	CPA3	-0.6349477358559416	0.0001240045673617	0.008580047327515751
10744	UBQLN4P1	0.4373895463853791	0.0016123225655644	0.039189632012151254
10745	GYG1	0.384562042135236	0.0004880408846597	0.01909186282674043
10746	HLTF	0.1561696099424668	0.0035111656205274	0.06143639537045892
10771	RNF13	0.2203560499640117	0.002272975962271	0.047307529913263834
10773	NPM1P29	0.2936641299628776	0.0042610074505214	0.06867933827542494
10778	HNRNPA1P24	0.1320220937354822	0.0020010449602466	0.04415131309113892
10779	RP11-167H9.4	0.0337943230887513	0.0017843409553838	0.041258255585053964
10796	CLRN1-AS1	0.6233699354699836	0.0035735399144424	0.06195195014583662
10797	MINDY4B	0.6458965194891653	0.000388886440942	0.016591273688738046
10798	RP11-166N6.2	0.8383584469389131	0.0001309995387154	0.008894933852675518
10799	CLRN1	0.3713865836832791	0.004545606554058	0.07118581554765759
10800	MED12L	0.2821030800360642	0.00185741938064	0.04226771105789865
10806	P2RY13	0.4497271247899951	0.0064096452204375	0.0875007131468177
10807	P2RY12	0.336256873390498	0.0033902920527514	0.06015041395638753
10822	MBNL1-AS1	0.2022798089463528	0.0011044605085227	0.03088835756726493
10859	PLCH1	0.3783112051067443	0.0003580877499208	0.01581612171818472
10876	RP11-118D22.3	0.0810258354529304	0.0040706035424518	0.06676550808046791
10897	RP11-550I24.2	0.2997130124034209	0.003299265597807	0.05947587543957149
10905	SHOX2	0.440747685747116	0.000441413635822	0.01805067655939672
10909	RP11-538P18.1	0.0843238766139418	0.0013523720962111	0.035173271784829145
10915	LXN	0.3040989605520643	0.0010883099467663	0.030661578610917443
10920	MFSD1	0.1786350255967067	0.0079749722899746	0.09953582241753393
10924	GPR79	0.2374785633192275	0.0075790905237768	0.09660284580503035
10925	RP11-170K4.2	0.2974818156028098	0.0074944299128728	0.09610783825422309
10926	IQCJ-SCHIP1	-0.2621969691918496	0.0011886844338017	0.03241391638866254
10948	SCARNA7	0.3386258765394557	0.0004771315524932	0.018847732064912283
10962	RPL23AP42	-0.2057261380775124	0.0079330722856266	0.09921701769001771
11036	SAMD7	0.2506006247899604	0.0003134902587898	0.01469949099899525
11038	RP11-379K17.4	0.3386204718995031	0.0043014013505761	0.06894365899314459
11072	FNDC3B	0.1624631354443596	0.0049380025658861	0.07467232151611977
11077	GHSR	-0.2402529393605627	0.0068204954572407	0.0907935840043122
11078	TNFSF10	0.4275153925038118	0.0023163147229321	0.04789858081602621
11081	SLC31A1P1	0.3693285641328572	0.0050458569503263	0.07570567593847786
11086	RNU4-4P	0.0366698814153025	0.000218949000892	0.012120475454817566
11123	LINC00501	0.2395579937045837	0.0011970236775529	0.032513915824948454
11144	PIK3CA	0.2304853971800916	0.0001490597883542	0.009630144338263298
11174	CCDC39	0.3168394043636109	0.001835431351104	0.041890885285656175
11206	RP11-225N10.1	0.2160488283101389	0.0014340403528999	0.03654861388679334
11207	ATP11B	0.2454629702565768	0.0013600469481453	0.03532996689383742
11209	RP11-531F16.4	0.2463618219805385	0.0066345335518743	0.08935921993143062
11221	KLHL6	0.1471486544922595	0.0001651905473845	0.010155498156322775
11232	ABCC5	0.2068094854088245	1.992130828620287e-06	0.000597551682395817
11244	RP11-778D9.4	-0.213425696270702	0.0054589569278958	0.07919505377258575
11245	DVL3	-0.0741322781389235	0.0037515181608671	0.06366269177434154
11246	AP2M1	-0.1144469786626465	0.0039903366467225	0.06615258372847699
11247	ABCF3	-0.115901490919461	0.0002156197770149	0.012035904771776504
11271	VPS8	0.2367963188035226	2.75888955773266e-05	0.0037005724505096162
11281	SENP2	0.1368595131719905	8.512218195861654e-05	0.007182365003840486
11287	NMRAL2P	0.5942762679349707	0.0007214515910107	0.023813210966462727
11332	BCL6	0.3652412895097317	6.772349095493724e-05	0.006279846425708068
11333	RP11-211G3.2	0.3879518639164109	3.754163145965872e-05	0.004403019928451046
11334	RP11-30O15.1	0.2801199105570045	0.001916812632855	0.04300971444834367
11339	RP11-430L16.1	0.1885284361387297	0.003319648224397	0.05954958779247351
11348	TPRG1-AS2	0.0447574315659917	0.0012150053659062	0.0326425063659209
11360	IL1RAP	0.2523294322887804	0.0055332579733921	0.07987086707652605
11384	HRASLS	0.40692243589168	0.0008695261203371	0.026668970432541978
11434	ACAP2	0.1632763557785858	0.0042880030744732	0.06886970506952146
11437	PPP1R2	0.0930689402652638	0.0058449016947358	0.08268589616973744
11469	ZDHHC19	0.7691462383305145	0.0007600657205983	0.024648271476444203
11470	SLC51A	0.3567749540781597	0.0022229218566278	0.04672448294767185
11478	UBXN7	0.1126662565065648	0.0071922940630557	0.09364219353454252
11494	CEP19	0.4366630932503885	0.000890325959822	0.02703259449849207
11522	RUBCN	-0.146870201241181	0.0001010525347419	0.007695718596075565
11544	ZNF595	0.2800276017526923	8.944654112070924e-06	0.0017942519280485219
11562	ZNF721	0.1575418968397196	0.0043934752715282	0.06983404873809011
11566	PDE6B	-0.1647710955019055	0.0047452755707892	0.07311715607127406
11570	MYL5	-0.1070041532211108	0.0072428981902622	0.09407619786621496
11572	PCGF3	0.1444576564268284	0.0025006563764074	0.05012626900831893
11573	RP11-1191J2.4	0.2142724555604216	0.0039293480042922	0.06544008321128247
11574	RP11-440L14.4	0.2985154049816234	0.001617905514032	0.039262390857152565
11577	CPLX1	-0.2936160776472935	0.004413148769134	0.0700275183037115
11583	IDUA	-0.2140885705703629	0.0033358319462906	0.05967677982301284
11584	FGFRL1	-0.3086907726209302	0.0022486171460199	0.04703314453468137
11586	RNF212	-0.3462551429914802	0.0003602390973395	0.01587053791432092
11591	SPON2	-0.4985680343119545	0.0002281883307305	0.01237066271225368
11592	RP11-20I20.4	-0.5520584202481306	0.0001702713572142	0.01031797116488325
11610	LETM1	-0.1088453261312145	0.0023113125596423	0.04788583501176184
11613	NELFA	-0.1315747531858811	0.0008180646036854	0.025740508844030754
11622	MXD4	-0.3088654090481958	9.009319843642339e-10	6.225782138026868e-07
11636	MFSD10	-0.1145083655433824	0.0034998996181777	0.0613375665988947
11637	NOP14-AS1	-0.1234005261332523	0.0048708046363279	0.07415576194852429
11642	HTT	-0.155568403752949	0.0001091512526627	0.008052412412651512
11675	RP11-265O12.1	0.3124269897340921	0.0068576273519024	0.09097730070353727
11677	STX18	-0.1006949091962523	0.0002264422456916	0.012300432912234654
11686	CYTL1	-0.3042433476811962	0.0019228116561604	0.0430991894267412
11687	STK32B	-0.3536186881835361	8.524233460958845e-07	0.00030217854097445794
11690	EVC2	-0.5405156510183934	6.272156149913082e-07	0.00024113348488454575
11691	EVC	-0.3166296795228673	5.8405370275283566e-05	0.005785307821885329
11692	CRMP1	-0.3302017750419569	7.915845683386215e-05	0.006816117469202212
11708	MRFAP1L1	0.1307161388448682	0.0052584360282078	0.07747005843547705
11710	KIAA0232	0.175944372152891	0.0042817753151945	0.06886970506952146
11711	TBC1D14	0.2863239616170592	0.0003480961845936	0.015602721674453054
11732	SH3TC1	-0.1923732818361349	0.0002200024646328	0.012120475454817566
11806	RP11-448G15.3	0.2513542569743687	0.0079490120678506	0.09933490262193234
11845	BOD1L1	0.2163964980109176	0.0001013310939653	0.007695718596075565
11869	FBXL5	0.1806499334318215	0.0061793352057989	0.08579406601092918
11873	RP11-442P12.2	0.3288117958047751	0.0002020980635802	0.011516636207693401
11877	FGFBP2	-0.4296542780339763	0.0024992506499892	0.05012457438802733
12037	PGM2	0.2690747496717804	0.0036628517422666	0.0628417354851723
12038	RP11-177C12.5	0.425922545042748	0.0056757628494334	0.08124049435665134
12039	RP11-177C12.1	0.5342229948569289	0.0012976410234776	0.03414015361623573
12048	LINC01259	0.283756026676853	0.0053306638183081	0.07797738455763019
12054	TLR10	0.5170010354568437	3.825236227406429e-05	0.004433700554704284
12055	TLR1	0.3489420577598001	0.0007429821085475	0.02427341667853089
12056	TLR6	0.3494406307206302	0.0005806385324708	0.02103398723599596
12072	UGDH	0.1406450686199514	0.0051765421542693	0.0768287473894553
12074	SMIM14	0.1675406521900022	0.003632744928943	0.06252837642320247
12097	RBM47	0.3505230447326212	0.0003604826167526	0.01587053791432092
12098	RP11-588L15.2	0.3456258182540396	0.0018327971568226	0.04188198509219731
12101	NSUN7	0.4910613849978575	0.0001737977318201	0.010456616921378078
12102	ARL4AP2	0.434773338409582	0.0007555464826855	0.02459558353176316
12103	APBB2	0.2560568379474364	0.0025084500423202	0.050180031040800425
12122	TMEM33	0.2244139711668792	0.0028015321906284	0.05370127996867472
12123	DCAF4L1	0.4487413127772763	0.0023157825999432	0.04789858081602621
12124	RP11-814H16.2	0.1870389586446268	0.0021950500802318	0.04639194888531654
12134	RP11-109E24.1	0.2989090359197703	0.0001146544479736	0.008203960010596383
12197	RP11-317G22.2	0.0196940272703549	0.0038054069463241	0.06415836195606092
12249	RPL21P44	0.2914570233993028	0.0041534973162998	0.06757948420633206
12250	RP11-571I18.4	0.3116327469475781	0.0003189841578036	0.014858347391479634
12251	CHIC2	0.201669010963356	0.0032080829182785	0.058281418527341054
12274	LRRC34P2	0.0194158861469526	0.0071783550828375	0.09348300588794485
12279	TMEM165	0.2669785814854342	0.0039950246081041	0.06619010118531685
12287	EXOC1	0.2232255718115521	0.000251761159527	0.013052369630482414
12288	RNU6-652P	0.0422420438093898	0.0074970736734045	0.09610783825422309
12289	CEP135	0.1857722006093436	0.0009793177421301	0.028659040893162784
12297	PPAT	0.1733220671058662	0.0079639743323044	0.09946677802543165
12312	REST	0.1305186337965197	0.0025950058927451	0.051124706494673586
12448	RP11-704M14.1	-0.6250223624401535	1.2898233347742836e-05	0.002293616791270283
12450	RP11-618I10.1	-0.2274318404867079	0.0058809047921363	0.08303642083382132
12465	SULT1B1	0.5061839958915852	0.001024908984269	0.029489313005458997
12504	ADAMTS3	0.6140009658320127	0.0013841472793014	0.03574595441935226
12531	CXCL5	0.3393264713310132	0.0061790931262818	0.08579406601092918
12558	THAP6	0.180572433459961	0.0007406475006975	0.02423385230090063
12566	NAAA	-0.1976721074249428	0.0003522405275908	0.015697563169173024
12600	CCNG2	0.2219130963269979	0.0010621808831629	0.03021708117437678
12602	CTB-179I1.1	0.0681234984420208	0.0012517728722088	0.03335128581728785
12617	ANXA3	0.5307069514785844	7.432869261060029e-05	0.006610978920074394
12618	LINC01094	0.4865168099928197	0.0001609264526501	0.010006032919218973
12634	ANTXR2	0.2363202966663163	0.0007119587444344	0.023570195134119325
12652	BIN2P1	0.2375712784652835	0.0071279861252917	0.09309472868451923
12655	HNRNPD	-0.0898644138450595	0.005163216186671	0.07672027709927688
12671	SEC31A	-0.1289527160248659	0.0039603263736927	0.06571627376705745
12699	WDFY3	0.3482033045213516	2.680390295749764e-05	0.0036315270012027955
12703	WDFY3-AS2	0.3581000044104505	0.001912222134943	0.04298469876770006
12706	ARHGAP24	0.2408310101199488	0.0017027091269328	0.04027038903325717
12719	AFF1	0.1560811508044471	0.0004153055736904	0.017293944987724116
12721	KLHL8	0.3554826176924893	0.0004545490244621	0.018354097887156036
12726	HSD17B13	0.265232196571973	0.0016717304268577	0.03982701892459841
12755	HERC3	0.1388827816606349	0.0016272718317045	0.0392749915666311
12760	FAM13A-AS1	0.1998583175063306	0.0060965028533957	0.08505501757540967
12761	FAM13A	0.1656728435335095	0.0001661552535157	0.010180412570066324
12770	RP11-115D19.2	0.0760967424554775	0.0040838043785635	0.06684948984543886
12797	HPGDS	-0.3999959721436064	0.0009925310807382	0.028852106900777327
12853	DAPP1	0.2487075089585216	7.579856688551666e-05	0.006652725664652935
12855	LAMTOR3	0.2083764281895019	0.0017511851476491	0.04081765399284505
12856	DNAJB14	0.2329211230851467	0.0022424239673123	0.046957579295555454
12867	LINC01218	0.2021837852982189	0.0077695836690172	0.09802567868245597
12868	PPP3CA	0.1582854084927535	0.0072348208172651	0.0940388900133658
12882	MANBA	0.1405661741284639	0.000848513214431	0.02630439148337147
12884	LRRC37A15P	0.2863539288049858	0.0026960238319654	0.052118035777144155
12885	KRT8P46	0.2884087571337933	0.004637643463602	0.07192563408095466
12911	RP11-556I14.1	0.172750483447612	0.0053245985864793	0.07797223337797154
12915	AC004069.2	0.4590759882223477	0.0001100618232179	0.008065094031022279
12916	TET2	0.2179783678425312	0.0006136386419567	0.02176722595302155
12928	INTS12	0.099669985515101	0.0052744023623255	0.07759099266075821
12947	CYP2U1	0.2082635833242655	0.0018352408854752	0.041890885285656175
12975	PLA2G12A	0.1227573536554783	0.0029101088108134	0.054895874291612
12982	EGF	0.3872779841080991	0.0008323270354721	0.025978051957807263
13011	C4orf32	0.1923197545711984	0.0003174688352154	0.014813041582973604
13016	TIFA	0.2062426480195113	0.0026556106695353	0.05166797543932034
13017	ALPK1	0.4232796137239629	3.3619915647194817e-06	0.0008866562487979031
13018	RTEL1P1	0.3849529626262451	4.42823665819959e-05	0.004856398383329734
13024	RP11-402J6.3	0.2882088618210732	0.0025745321017606	0.050850048187929243
13025	LARP7	0.1846382454085025	0.0020308192215934	0.04439987302572162
13082	NDST3	0.4533563629492397	0.0002057140202142	0.011660964614676129
13101	USP53	0.2115607883151029	0.0023991052071485	0.048821562046398655
13102	C4orf3	0.1933690880030253	0.0025650902622975	0.05082882308506175
13106	RP11-548H18.2	0.3264454476763374	0.0007508448752508	0.024460034087456197
13107	GTF2IP12	0.2661825867505534	0.0009660980390085	0.028447764173379214
13110	RP11-33B1.1	0.2175180871629232	0.0003033499515287	0.014443203745729473
13112	PDE5A	0.266331802484911	0.000233436872917	0.012503807124821055
13123	PRDM5	0.6566606139401137	8.589008145333316e-07	0.000302510408174217
13126	NDNF	0.3537468324221712	0.0023982514566396	0.048821562046398655
13145	KIAA1109	0.1622030883993935	0.0050955515895299	0.07617096176769339
13162	LINC01091	0.2078917282861955	0.0008033242322901	0.025502699443312807
13202	JADRR	0.0695519393892488	0.0012123221472723	0.03263466009067525
13203	JADE1	0.127584674427738	0.0005537350548681	0.020482421562295003
13204	SCLT1	0.1571650772466206	0.0048327032524118	0.0738997068238829
13276	SLC7A11	0.3837641889860324	6.859319605171547e-06	0.0014737916591946684
13284	RP11-98O2.1	0.1752474359408556	0.0030791602509524	0.05686654817997071
13288	ELF2	0.2337884682790024	3.782461818907285e-05	0.004419313889775642
13299	RP11-83A24.2	0.3019392117679363	0.0001582255184782	0.00995143721746762
13300	RP11-83A24.1	0.2292754808050954	0.0073014301309606	0.09458938626231635
13301	RAB33B	0.3428799919703477	1.998521594314219e-05	0.003022251824842156
13319	ELMOD2	0.2696504969399266	0.004175856548083	0.06776675715386192
13345	GAB1	0.2089764661049817	0.0006470695089791	0.0223433387945522
13447	AK4P6	0.0512122836554219	0.0003561349345081	0.015768141398756038
13459	FAM160A1	0.3327123551027348	0.0040228831800016	0.06649023268623898
13462	RP11-164P12.5	0.3647541119225149	0.0004598205266709	0.018417110925911792
13481	DKFZP434I0714	0.2193134636182077	0.0052393889229878	0.0773050594820946
13497	KIAA0922	0.1053262464712007	0.0006094801153629	0.021662482611594962
13500	TLR2	0.298126282400408	0.0006333887081095	0.022122812765907756
13501	RNF175	0.3081182274320925	0.0019356878901862	0.04323775503316082
13502	RP11-153M7.5	0.469678052582726	0.0005637861423499	0.020698193061980997
13509	RP11-158C21.2	0.0597928934746962	0.006613042004322	0.08914475281158192
13581	C4orf46	0.1316069694829674	0.007337500273801	0.09496652796286016
13583	PPID	0.2120456254390603	0.0007350928396119	0.024087748079287423
13644	TMEM192	0.1118991651353227	0.001522366444003	0.038018768943738235
13645	KLHL2	0.5217415993467569	1.5446270852833354e-05	0.002586634412263431
13647	GK3P	0.3018210094557482	0.0029429444235831	0.05522902095986545
13669	DDX60L	0.2856258647895969	0.000100215163512	0.007683913211302113
13714	GALNT7	0.2786935982582617	6.751734261474313e-05	0.006279846425708068
13716	RP11-798M19.3	0.2129632555323687	0.003723664935439	0.06350777895489722
